estilo	livro	capitulo	versiculo	texto
PDT	Mateo	1	18	Así fue como ocurrió el nacimiento de Jesús el Mesías : María , la mamá de Jesús , estaba comprometida para casarse con José . Antes de la boda , descubrió que estaba embarazada por el poder del Espíritu Santo .
PDT	Mateo	1	19	José , su futuro esposo , era un hombre recto y no quería que ella fuera avergonzada en público . Así que hizo planes en secreto para romper el compromiso de matrimonio . [ b ]
PDT	Mateo	1	20	Pero mientras pensaba en esto , un ángel del Señor se le apareció en un sueño y le dijo : « José , descendiente de David , no tengas miedo de casarte con María , porque el hijo que ella está esperando es por obra del Espíritu Santo .
PDT	Mateo	1	21	Ella tendrá un hijo y tú le pondrás por nombre Jesús [ c ] , porque él salvará a su pueblo de sus pecados » .
PDT	Mateo	1	22	Todo esto pasó para que se cumpliera lo que el Señor había dicho por medio del profeta : ( que significa « Dios con nosotros » ) .
PDT	Mateo	1	24	Cuando José despertó , hizo lo que el ángel del Señor le había ordenado : se casó con María .
PDT	Mateo	1	25	Pero no tuvo relaciones sexuales con ella hasta después de que ella dio a luz un hijo . José le puso por nombre Jesús . ©
PDT	Mateo	1	2005	,
PDT	Mateo	1	2008	,
PDT	Mateo	1	2012	,
PDT	Mateo	1	2015	Bible League International
PDT	Mateo	2	2	y preguntaron : —¿Dónde está el rey de los judíos recién nacido ? Pues vimos su estrella cuando salió y venimos a adorarle .
PDT	Mateo	2	3	Cuando el rey Herodes oyó esto , se preocupó mucho al igual que toda la gente de Jerusalén .
PDT	Mateo	2	4	Fue así como reunió a todos los jefes de los sacerdotes y a los maestros de la ley , y les preguntó dónde iba a nacer el Mesías .
PDT	Mateo	2	5	Ellos le dijeron : —En Belén , en la provincia de Judea , porque eso fue lo que escribió el profeta :
PDT	Mateo	2	6	( A ) “ Y tú , Belén , de la tierra de Judá , eres importante entre los gobernantes de Judá , porque de ti saldrá un gobernante que guiará como un pastor a mi pueblo Israel ” . [ a ]
PDT	Mateo	2	7	Entonces Herodes llamó a los sabios y se reunió en secreto con ellos . Averiguó el tiempo exacto en que había aparecido la estrella .
PDT	Mateo	2	8	Luego los mandó a Belén y les dijo : —Vayan y averigüen todo lo que puedan acerca de ese niño y , cuando lo sepan todo , avísenme para que yo también pueda ir a adorarle .
PDT	Mateo	2	9	Ellos oyeron al rey y se fueron . La estrella que habían visto salir iba delante de ellos hasta que se detuvo sobre el lugar donde estaba el niño .
PDT	Mateo	2	10	Cuando ellos vieron la estrella , se alegraron muchísimo .
PDT	Mateo	2	11	Entraron en la casa y vieron al niño con María , su mamá ; y postrándose lo adoraron . Abrieron sus cofres y sacaron unos regalos para él : oro , incienso y mirra .
PDT	Mateo	2	12	Después , Dios les dijo en un sueño que no volvieran a donde estaba Herodes , así que regresaron a su país por otro camino . Los padres de Jesús lo llevan a Egipto
PDT	Mateo	2	13	Después de que los sabios se fueron , un ángel del Señor se le apareció a José en un sueño y le dijo : « Levántate y huye a Egipto con el niño y su mamá . Quédate allá hasta que yo te diga , porque Herodes va a buscar al niño para matarlo » .
PDT	Mateo	2	14	Entonces José se levantó y se fue durante la noche con el niño y la mamá a Egipto .
PDT	Mateo	2	15	( B ) Se quedó allá hasta que Herodes murió . Esto sucedió para que así se cumpliera lo que había dicho el Señor por medio del profeta : « De Egipto llamé a mi hijo » . [ b ] Herodes manda matar a los niños
PDT	Mateo	2	16	Cuando Herodes se dio cuenta de que los sabios de oriente lo habían engañado , se enojó muchísimo . Así que tomó en cuenta los cálculos que había averiguado de los sabios y mandó matar a todos los niños varones menores de dos años en Belén y sus alrededores .
PDT	Mateo	2	17	Entonces se cumplió lo que había dicho el profeta Jeremías :
PDT	Mateo	2	18	( C ) « Se oyó un sonido en Ramá , sonido de llanto y de dolor . Era Raquel que lloraba por sus niños y no quería que la consolaran porque ellos ya estaban muertos » . [ c ] Regreso desde Egipto
PDT	Mateo	2	19	Después de que murió Herodes , un ángel del Señor se le apareció en un sueño a José en Egipto .
PDT	Mateo	2	20	Le dijo : « Levántate y ve con el niño y su mamá a Israel , porque ya han muerto los que estaban tratando de matar al niño » .
PDT	Mateo	2	21	Entonces José se levantó y llevó al niño y a su mamá a Israel .
PDT	Mateo	2	22	Pero cuando José supo que el rey de Judea ya no era Herodes , sino su hijo Arquelao , le dio miedo ir allá . Entonces , habiendo sido advertido por Dios en un sueño , se fue a la región de Galilea
PDT	Mateo	2	23	y se quedó a vivir en el pueblo llamado Nazaret . Esto sucedió para que se cumpliera lo que dijeron los profetas : que el Mesías [ d ] sería llamado nazareno [ e ] . Footnotes - 2:6 Cita de Mi 5:2 . - 2:15 Cita de Os 11:1 . - 2:18 Cita de Jer 31:15 . - 2:23 el Mesías Textualmente él . Ver Mesías en el vocabulario . - 2:23 nazareno Este nombre es similar a la palabra hebrea retoño , por lo cual se cree que Mateo podría hacer referencia a la promesa de un retoño de la familia de David . Ver Is 11:1 . ©
PDT	Mateo	2	2005	,
PDT	Mateo	2	2008	,
PDT	Mateo	2	2012	,
PDT	Mateo	2	2015	Bible League International
PDT	Mateo	3	3	( A ) El profeta Isaías se refería a Juan cuando dijo : « Alguien grita en el desierto : “ ¡Preparen el camino para el Señor ; háganle caminos derechos ! ” » [ a ]
PDT	Mateo	3	2	Él decía : « Cambien su manera de pensar y de vivir , porque el reino de Dios está cerca » .
PDT	Mateo	3	4	Juan se vestía de pelo de camello , llevaba un cinto de cuero en la cintura ; y su comida era langostas y miel silvestre .
PDT	Mateo	3	5	Entonces la gente venía a él desde Jerusalén , de toda la provincia de Judea y de toda la región alrededor del río Jordán .
PDT	Mateo	3	6	Confesaban sus pecados y Juan los bautizaba en el río Jordán .
PDT	Mateo	3	7	Cuando Juan vio que muchos fariseos y saduceos venían para ser bautizados , les dijo : « ¡Partida [ b ] de víboras ! ¿Quién les advirtió que escaparan de la ira de Dios que está por venir ?
PDT	Mateo	3	8	Vivan de tal manera que demuestre que realmente han cambiado .
PDT	Mateo	3	9	Y no me vengan con que “ Abraham es nuestro antepasado ” , porque les aseguro que Dios puede convertir hasta estas piedras en descendientes de Abraham .
PDT	Mateo	3	10	Y ya también el hacha está lista para cortar los árboles de raíz . Por tanto , todo árbol que no produzca buenos frutos será cortado y echado al fuego para que se queme .
PDT	Mateo	3	11	Yo los bautizo con agua como demostración de que han cambiado su vida , pero el que viene después de mí es más poderoso que yo . Ni siquiera soy digno de ayudarle a quitarse las sandalias . Él los bautizará con el Espíritu Santo y con fuego .
PDT	Mateo	3	12	Vendrá preparado para separar el trigo de la paja . Guardará el trigo bueno en el granero y quemará lo que no es bueno en un fuego que nunca se apagará » . Bautismo de Jesús ( Mr 1:9-11 ; Lc 3:21-22 )
PDT	Mateo	3	13	En ese tiempo , Jesús vino de Galilea al Jordán para que Juan lo bautizara ,
PDT	Mateo	3	14	pero Juan trató de impedirlo , y le dijo : —Soy yo quien necesita ser bautizado por ti , ¿por qué entonces vienes a mí ?
PDT	Mateo	3	15	Jesús le contestó : —No me lo impidas ahora , porque es necesario cumplir con todo lo que Dios requiere . [ c ] Entonces Juan estuvo de acuerdo .
PDT	Mateo	3	16	Y Jesús , después de que fue bautizado , salió inmediatamente del agua y vio que el cielo se le abrió y que el Espíritu de Dios bajaba sobre él como una paloma .
PDT	Mateo	3	17	Una voz desde los cielos decía : « Este es mi hijo amado con quien estoy muy contento » . ©
PDT	Mateo	3	2005	,
PDT	Mateo	3	2008	,
PDT	Mateo	3	2012	,
PDT	Mateo	3	2015	Bible League International
PDT	Mateo	4	4	( A ) Pero Jesús le respondió : —Está escrito : “ No sólo de pan vive el hombre ; sino de toda palabra que Dios dice ” . [ b ]
PDT	Mateo	4	2	Después de no comer nada durante
PDT	Mateo	4	40	noches , Jesús tenía mucha hambre .
PDT	Mateo	4	3	Entonces el diablo [ a ] vino para ponerlo a prueba y le dijo : —Si eres Hijo de Dios , diles a estas piedras que se conviertan en pan .
PDT	Mateo	4	5	Entonces el diablo llevó a Jesús a la ciudad santa y lo puso en lo más alto de un extremo del área del templo ,
PDT	Mateo	4	6	( B ) y le dijo : —Si eres Hijo de Dios , tírate abajo desde aquí porque está escrito : “ Él mandará a sus ángeles que te cuiden . Sus manos te rescatarán para que ni siquiera te lastimes los pies contra las piedras ” . [ c ]
PDT	Mateo	4	7	( C ) Jesús le dijo : —Pero también está escrito : “ No pongas a prueba al Señor tu Dios ” . [ d ]
PDT	Mateo	4	8	Después el diablo llevó a Jesús a una montaña muy alta y le mostró todos los reinos del mundo con toda su grandeza .
PDT	Mateo	4	9	El diablo le dijo : —Te daré todo esto si te arrodillas y me adoras .
PDT	Mateo	4	10	( D ) Jesús le dijo : —¡Largo de aquí Satanás ! Porque está escrito : “ Adora al Señor tu Dios y sírvele solamente a él ” . [ e ]
PDT	Mateo	4	11	Entonces el diablo se fue , y los ángeles vinieron a cuidar a Jesús . Jesús comienza su obra ( Mr 1:14-15 ; Lc 4:14-15 )
PDT	Mateo	4	12	Cuando Jesús oyó que habían encerrado a Juan en la cárcel , regresó a Galilea .
PDT	Mateo	4	13	Pero no se quedó viviendo en Nazaret , sino que se fue a vivir a Capernaúm , un pueblo que estaba cerca del lago de Galilea en la región de Zabulón y Neftalí .
PDT	Mateo	4	14	Esto sucedió para que se cumpliera lo que dijo Dios a través del profeta Isaías :
PDT	Mateo	4	15	« Tierras de Zabulón y de Neftalí , a la orilla del mar , al otro lado del río Jordán : Galilea , de gente extranjera .
PDT	Mateo	4	16	( E ) Esa gente vive en la oscuridad , pero han visto una gran luz ; una luz ha brillado para ellos que viven en una tierra oscura como la muerte » . [ f ]
PDT	Mateo	4	17	Desde entonces , Jesús comenzó a anunciar : « Cambien su manera de pensar y de vivir porque el reino de Dios ya está cerca » . Los primeros seguidores ( Mr 1:16-20 ; Lc 5:1-11 )
PDT	Mateo	4	18	Cuando Jesús caminaba junto al mar de Galilea , vio a dos hermanos : Simón , llamado Pedro , y su hermano Andrés . Estaban lanzando la red para pescar en el lago , pues eran pescadores .
PDT	Mateo	4	19	Y Jesús les dijo : —Síganme , y yo les enseñaré a pescar hombres .
PDT	Mateo	4	20	Inmediatamente ellos dejaron ahí sus redes y lo siguieron .
PDT	Mateo	4	21	Yendo más adelante , vio a otros dos hermanos : Santiago y Juan , hijos de Zebedeo . Estaban en una barca con el papá arreglando sus redes para pescar . Jesús los llamó
PDT	Mateo	4	22	e inmediatamente ellos dejaron la barca y a su papá , y siguieron a Jesús . Jesús enseña y sana a la gente ( Lc 6:17-19 )
PDT	Mateo	4	23	Jesús andaba por toda la región de Galilea , enseñando en las sinagogas y anunciando el mensaje de las buenas noticias del reino . Iba entre la gente sanando toda enfermedad .
PDT	Mateo	4	24	Su fama se difundió por toda Siria . Le traían a todos los que padecían de diversas enfermedades y a los que sufrían graves dolores . También le traían a los atormentados por algún demonio , a los epilépticos y a los paralíticos , y él los sanaba .
PDT	Mateo	4	25	Muchísima gente de Galilea , de Decápolis , de Jerusalén , de Judea y del otro lado del río Jordán seguía a Jesús . ©
PDT	Mateo	4	2005	,
PDT	Mateo	4	2008	,
PDT	Mateo	4	2012	,
PDT	Mateo	4	2015	Bible League International
PDT	Mateo	5	5	Afortunados los que son humildes , porque la tierra que Dios prometió [ a ] será de ellos .
PDT	Mateo	5	2	Entonces comenzó a enseñarles lo siguiente :
PDT	Mateo	5	3	« Afortunados los que reconocen su necesidad espiritual , porque el reino de Dios les pertenece .
PDT	Mateo	5	4	Afortunados los que están tristes , porque Dios los consolará .
PDT	Mateo	5	6	Afortunados los que tienen hambre y sed de justicia , porque quedarán completamente satisfechos por Dios .
PDT	Mateo	5	7	Afortunados los que tienen compasión de otros , porque Dios también tendrá compasión de ellos .
PDT	Mateo	5	8	Afortunados los que tienen corazón puro , porque ellos verán a Dios .
PDT	Mateo	5	9	Afortunados los que se esfuerzan por conseguir la paz , porque ellos serán llamados hijos de Dios .
PDT	Mateo	5	10	Afortunados los que son maltratados por practicar la justicia , porque el reino de Dios les pertenece .
PDT	Mateo	5	11	» Cuando la gente los insulte , los persiga y hable mal de ustedes por seguirme , sepan que son afortunados a los ojos de Dios .
PDT	Mateo	5	12	Pónganse contentos y alégrense porque van a recibir una gran recompensa en los cielos . Así también fue como maltrataron a los profetas que vivieron antes de ustedes . Sal y luz del mundo ( Mr 9:50 ; 4:21 ; Lc 14:34-35 ; 8:16 )
PDT	Mateo	5	13	» Ustedes son la sal de la tierra , pero si la sal pierde su sabor , ¿cómo podría volver a ser salada ? Ya no sirve para nada sino para ser tirada y pisada por la gente .
PDT	Mateo	5	14	» Ustedes son la luz que alumbra al mundo . Una ciudad que está en un monte no se puede esconder .
PDT	Mateo	5	15	Ni se enciende una lámpara para ponerla debajo de un cesto , sino sobre el candelero para que ilumine a todos en la casa .
PDT	Mateo	5	16	Así mismo , ustedes deben ser luz para los demás de tal manera que todos puedan ver sus buenas obras y adoren a su Padre que está en los cielos . Jesús y la ley
PDT	Mateo	5	17	» No piensen que he venido para acabar con la ley de Moisés o la enseñanza de los profetas . No he venido para acabar con ellas , sino para darles completo significado .
PDT	Mateo	5	18	Les digo la verdad : hasta que pasen el cielo y la tierra , no pasará ni una letra ni una tilde de la ley hasta que todo esto se cumpla .
PDT	Mateo	5	19	Así que cualquiera que desobedezca alguno de los mandamientos por muy pequeño que sea y les enseñe a otros a desobedecerlo , será considerado muy pequeño en el reino de Dios . En cambio , el que los obedezca todos y enseñe a obedecerlos será considerado grande en el reino de Dios .
PDT	Mateo	5	20	Porque les digo a ustedes , no entrarán en el reino de Dios a menos que practiquen la justicia mejor que los maestros de la ley y los fariseos . Jesús enseña sobre la reconciliación
PDT	Mateo	5	21	( A ) » Ustedes han oído que se les dijo a los antepasados : “ No mates , [ b ] y el que cometa asesinato tendrá que responder ante un juez ” .
PDT	Mateo	5	22	Pero , ahora yo les digo que todo el que se enoje con otro tendrá que responder ante el tribunal . El que insulte a alguien , tendrá que responder ante el Consejo ; y el que maldiga a otro , tendrá que responder por eso en el fuego del infierno .
PDT	Mateo	5	23	» Así que si vas al altar a dar una ofrenda a Dios y te acuerdas de que alguien tiene algo contra ti ,
PDT	Mateo	5	24	deja ahí tu ofrenda y ve a hacer las paces con esa persona . Luego regresa para dar tu ofrenda a Dios .
PDT	Mateo	5	25	» Reconcíliate pronto con tu adversario . Llega a un acuerdo con él mientras van hacia el juzgado , porque si no , él te entregará al juez , y el juez te entregará al guardia para que te meta a la cárcel .
PDT	Mateo	5	26	Te digo la verdad : no saldrás de allí hasta que hayas pagado hasta el último centavo . Jesús enseña sobre la inmoralidad sexual
PDT	Mateo	5	27	( B ) » Ustedes han oído que se dijo : “ No cometas adulterio ” . [ c ]
PDT	Mateo	5	28	Pero ahora yo te digo que si alguno mira a una mujer con el deseo de tener relaciones sexuales con ella , en su mente ya ha cometido pecado con ella .
PDT	Mateo	5	29	Así que si tu ojo derecho te hace pecar , sácalo y tíralo . Es mejor que pierdas parte de tu cuerpo a que todo el cuerpo sea echado al infierno .
PDT	Mateo	5	30	Y si tu mano derecha te hace pecar , córtala y tírala . Es mejor que pierdas parte de tu cuerpo a que todo el cuerpo sea echado al infierno . Jesús enseña sobre el divorcio ( Mt 19:9 ; Mr 10:11-12 ; Lc 16:18 )
PDT	Mateo	5	31	( C ) » También se dijo antes : “ Cualquiera que se divorcie de su esposa , debe darle un certificado de divorcio ” . [ d ]
PDT	Mateo	5	32	Pero ahora yo digo que el hombre que se divorcie de su esposa , a no ser en caso de pecado sexual , hace que ella cometa adulterio . El hombre que se case con una mujer divorciada también está cometiendo adulterio . Jesús enseña sobre los juramentos
PDT	Mateo	5	33	» Ustedes también han oído que se les dijo a los antepasados : “ No dejes de cumplir ningún juramento , sino cumple tus juramentos a Dios ” . [ e ]
PDT	Mateo	5	34	Pero ahora yo les digo que es mejor no jurar por nada . No juren por el cielo , porque es el trono de Dios .
PDT	Mateo	5	35	No juren tampoco por la tierra , porque es de Dios . No juren por Jerusalén , porque también le pertenece a él , el gran Rey .
PDT	Mateo	5	36	Tampoco jures por tu cabeza , porque ni siquiera puedes hacer que un cabello sea negro o blanco .
PDT	Mateo	5	37	Si quieres decir “ sí ” , solamente di “ sí ” , y si quieres decir “ no ” , solamente di “ no ” . Todo lo que se diga de más , viene del Maligno . [ f ] Jesús enseña sobre las peleas ( Lc 6:29-30 )
PDT	Mateo	5	38	( D ) » Ustedes han oído que se dijo : “ Ojo por ojo y diente por diente ” . [ g ]
PDT	Mateo	5	39	Pero ahora yo les digo : no te pongas en contra de una persona mala . Mejor , si alguien te da una bofetada en la mejilla derecha , deja que te pegue también en la otra .
PDT	Mateo	5	40	Si alguien trata de ponerte una demanda para quedarse con tu camisa , entrégale también tu capa .
PDT	Mateo	5	41	Si alguien te obliga a caminar un kilómetro [ h ] con él , camina dos .
PDT	Mateo	5	42	Al que te pida algo , dáselo ; y al que te pida algo prestado , préstaselo . Amen a sus enemigos ( Lc 6:27-28 , 32-36 )
PDT	Mateo	5	43	( E ) » Ustedes también han oído que se dijo : “ Ama a tus semejantes [ i ] pero odia a tus enemigos ” .
PDT	Mateo	5	44	Pero yo les digo que amen a sus enemigos y pidan en sus oraciones por los que los persiguen .
PDT	Mateo	5	45	De esta forma , ustedes serán hijos de su Padre que está en el cielo . Él hace que el sol salga tanto para los malos como para los buenos y que la lluvia caiga tanto para los justos como para los injustos .
PDT	Mateo	5	46	Si ustedes solamente aman a los que los aman , ¿creen que merecen alguna recompensa por eso ? Incluso los cobradores de impuestos aman a sus amigos .
PDT	Mateo	5	47	Y si ustedes sólo son buena gente con sus amigos , ¿creen que están haciendo algo fuera de lo común ? Hasta los que no conocen a Dios son así .
PDT	Mateo	5	48	Por eso , sean ustedes perfectos así como su Padre que está en el cielo es perfecto . Footnotes - 5:5 la tierra que Dios prometió Esto es a lo que se refieren estas mismas palabras en el Sal 37:11 . Aquí pueden hacer referencia a una tierra prometida espiritual , pero su significado también puede ser ellos poseerán la tierra . - 5:21 Cita de Éx 20:13 ; Dt 5:17 . - 5:27 Cita de Éx 20:14 ; Dt 5:18 . - 5:31 Cita de Dt 24:1 . - 5:33 Ver Lv 19:12 ; Nm 30:2 ; Dt 23:21 . - 5:37 del Maligno o de la maldad . - 5:38 Cita de Éx 21:24 ; Lv 24:20 ; Dt 19:21 . - 5:41 un kilómetro Textualmente una milla . - 5:43 Cita de Lv 19:18 . ©
PDT	Mateo	5	2005	,
PDT	Mateo	5	2008	,
PDT	Mateo	5	2012	,
PDT	Mateo	5	2015	Bible League International
PDT	Mateo	6	6	Pero tú cuando ores , entra a tu cuarto , cierra la puerta y habla con tu Padre . Así recibirás recompensa de tu Padre , porque él ve todo lo que se hace en secreto .
PDT	Mateo	6	2	» Cuando des algo a los pobres , no llames la atención de todo el mundo como hacen los hipócritas en las sinagogas y en las calles . Lo hacen para que los demás hablen bien de ellos . Les digo la verdad : con eso , ellos ya tienen su recompensa .
PDT	Mateo	6	3	Cuando le des algo a un necesitado , no se lo digas ni siquiera a tu mejor amigo . [ a ]
PDT	Mateo	6	4	Lo que hagas debe ser un secreto . Así recibirás recompensa de tu Padre que está en el cielo , porque él ve todo lo que se hace en secreto . Jesús enseña a orar ( Lc 11:2-4 )
PDT	Mateo	6	5	» Cuando oren , no sean como los hipócritas , que les gusta pararse en las sinagogas y en las esquinas de las calles a orar en voz alta para que los vean . Les digo la verdad : ellos ya han recibido su recompensa .
PDT	Mateo	6	7	» Cuando oren , no alarguen demasiado su oración . No hagan como los que no conocen a Dios , que creen que porque hablan mucho Dios tendrá que hacerles caso .
PDT	Mateo	6	8	No sean como ellos , porque su Padre sabe lo que ustedes necesitan , incluso antes de que se lo pidan .
PDT	Mateo	6	9	Ustedes deben orar así : » “ Padre nuestro que estás en los cielos , que siempre se dé honra a tu santo nombre .
PDT	Mateo	6	10	Venga tu reino . Que se haga tu voluntad en la tierra como se hace en el cielo .
PDT	Mateo	6	11	Danos hoy los alimentos que necesitamos cada día ,
PDT	Mateo	6	12	y perdona nuestros pecados [ b ] como nosotros también perdonamos a los que nos han hecho mal .
PDT	Mateo	6	13	No nos dejes caer en tentación , y líbranos del maligno ” . [ c ]
PDT	Mateo	6	14	» Porque si ustedes perdonan a los demás el mal que les hagan , su Padre que está en el cielo también los perdonará a ustedes .
PDT	Mateo	6	15	Pero si ustedes no los perdonan , su Padre tampoco los perdonará a ustedes . Jesús enseña sobre el ayuno
PDT	Mateo	6	16	» Cuando ayunen , no pongan cara de tristeza como los hipócritas que ponen caras afligidas para que la gente vea que están ayunando . Les digo la verdad : ellos ya han recibido su recompensa .
PDT	Mateo	6	17	Pero tú cuando ayunes , arréglate bien y lávate la cara
PDT	Mateo	6	18	para que así no se den cuenta de que estás ayunando . Así sólo lo verá tu Padre , que está en lo secreto , y tu Padre que ve todo lo que se hace en secreto , te dará tu recompensa . Riquezas en el cielo ( Lc 12:33-34 ; 11:34-36 ; 16:13 )
PDT	Mateo	6	19	» No guarden tesoros para ustedes aquí en la tierra , donde la polilla y el óxido los dañarán , y donde los ladrones entran a robárselos .
PDT	Mateo	6	20	Más bien , guarden tesoros para ustedes en el cielo donde ni la polilla ni el óxido los dañarán y donde los ladrones no pueden entrar a robárselos .
PDT	Mateo	6	21	Pues donde esté tu tesoro , allí estará tu corazón .
PDT	Mateo	6	22	» La lámpara del cuerpo son los ojos . Si miras a otros con ganas de ayudarles , todo tu cuerpo estará lleno de luz .
PDT	Mateo	6	23	Pero si con tus ojos los miras con envidia , entonces todo tu cuerpo estará lleno de oscuridad . Si la única luz que tienes es la oscuridad , ¡qué horrible oscuridad tendrás !
PDT	Mateo	6	24	» Nadie puede servir a dos patrones al mismo tiempo . Odiará a uno y amará al otro , o se dedicará a uno y despreciará al otro . Ustedes no pueden servir al mismo tiempo a Dios y a las riquezas [ d ] . Busquen primero el reino de Dios ( Lc 12:22-34 )
PDT	Mateo	6	25	» Por eso les digo : no se preocupen por la comida ni por la bebida que necesitan para vivir , ni tampoco por la ropa que se van a poner . Ciertamente la vida es más que la comida y el cuerpo más que la ropa .
PDT	Mateo	6	26	Miren a las aves del cielo , ellas no siembran ni cosechan ni tampoco guardan nada en graneros . Sin embargo , su Padre que está en el cielo les da alimento . ¿No valen ustedes mucho más que ellas ?
PDT	Mateo	6	27	¿Quién de ustedes , por más que se preocupe , va a añadir una hora a su vida ?
PDT	Mateo	6	28	» ¿Y por qué se preocupan por la ropa ? Fíjense cómo crecen los lirios del campo . Ellos no trabajan ni hilan para hacer su vestido .
PDT	Mateo	6	29	Sin embargo , les aseguro que ni siquiera el rey Salomón con toda su gloria se vistió como uno de ellos .
PDT	Mateo	6	30	Así que , si Dios así viste a todo lo que crece en el campo , que hoy tiene vida pero que mañana será quemado en un horno , con mucha más razón cuidará de ustedes . ¡No sean gente de poca fe !
PDT	Mateo	6	31	Así que no se preocupen ni digan : “ ¿Qué vamos a comer ? ” o “ ¿Qué vamos a beber ? ” o “ ¿Qué ropa vamos a usar ? ”
PDT	Mateo	6	32	La gente que no conoce a Dios trata de conseguir esas cosas , pero ustedes tienen a su Padre en el cielo que sabe que necesitan todo esto .
PDT	Mateo	6	33	Así que , primero busquen el reino de Dios y su justicia , y Dios les dará todo lo que necesitan .
PDT	Mateo	6	34	No se preocupen por el día de mañana , porque el mañana traerá sus propias preocupaciones . Cada día tiene ya sus propios problemas . Footnotes - 6:3 no se lo digas [ … ] amigo Textualmente que no sepa tu izquierda lo que hace tu derecha . - 6:12 pecados Textualmente deudas . - 6:13 Algunos manuscritos añaden : Porque tuyo es el reino , el poder y la gloria para siempre . Así sea . - 6:24 riquezas Textualmente mamoná , palabra aramea que significa « Riqueza » . Aquí se personifica como si fuera un dios . ©
PDT	Mateo	6	2005	,
PDT	Mateo	6	2008	,
PDT	Mateo	6	2012	,
PDT	Mateo	6	2015	Bible League International
PDT	Mateo	7	7	» No se cansen de pedir , y Dios les dará ; sigan buscando , y encontrarán ; llamen a la puerta una y otra vez , y se les abrirá .
PDT	Mateo	7	2	Porque se les juzgará de la misma manera que ustedes juzguen a los demás . Con la misma medida que ustedes midan a los demás , Dios los medirá a ustedes .
PDT	Mateo	7	3	» ¿Por qué te fijas en la pajita que tiene tu hermano en el ojo , pero no te das cuenta de la viga que tienes tú en el tuyo ?
PDT	Mateo	7	4	¿Cómo te atreves a decirle a tu hermano : “ Déjame sacarte la pajita que tienes en el ojo ” , mientras que en el tuyo hay una viga ?
PDT	Mateo	7	5	¡No seas hipócrita ! Primero saca la viga de tu ojo y verás mejor para poder sacar la pajita de tu hermano .
PDT	Mateo	7	6	» No les den lo que es santo a los perros , pues se irán contra ustedes y los morderán . No les tiren tampoco perlas finas a los cerdos , pues lo único que ellos harán es pisotearlas . Pídanle a Dios lo que necesiten ( Lc 11:9-13 )
PDT	Mateo	7	8	Porque todo el que pide , recibe ; el que busca , encuentra ; y al que llama a la puerta , se le abrirá .
PDT	Mateo	7	9	» ¿Le daría alguno de ustedes una piedra a su hijo si le pide pan ?
PDT	Mateo	7	10	¿O le daría una serpiente si le pide un pescado ?
PDT	Mateo	7	11	Pues si ustedes , aun siendo malos , saben cómo darles cosas buenas a sus hijos , imagínense cuánto más dispuesto estará su Padre celestial a darles lo que le pidan .
PDT	Mateo	7	12	» Así que , traten a los demás como les gustaría que los trataran a ustedes . Ese es el verdadero significado de la ley y de la enseñanza de los profetas . Los dos caminos ( Lc 13:24 )
